drugName,condition,average_category,num_reviews
Magnesium citrate,Not Listed / Othe,3.75,4
Magnesium gluconate,Dietary Supplementation,4.0,1
Magnesium hydroxide,Acne,3.6666666666666665,3
Magnesium hydroxide,Constipation,3.1574074074074074,108
Magnesium hydroxide,Indigestion,4.0,7
Magnesium oxide,Constipation,3.0,9
Magnesium oxide,Hypomagnesemia,1.6666666666666667,3
Magnesium oxide,Not Listed / Othe,2.0,1
Magnesium salicylate,Inflammatory Conditions,4.0,1
Magnesium salicylate,Pain,2.6666666666666665,3
Magnesium sulfate,Seizure Prevention,1.0,1
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,3.0341047503045067,821
Magnesium sulfate / potassium sulfate / sodium sulfate,Not Listed / Othe,5.0,1
Magnevist,CNS Magnetic Resonance Imaging,1.0,1
Makena,Premature Lab,3.1914893617021276,47
Malarone,Malaria,4.0,3
Malarone,Malaria Prevention,2.45,20
Malathion,Head Lice,3.0,5
Mandelamine,Prevention of Bladder infection,1.5,2
Maprotiline,Depression,2.5,2
Maprotiline,Major Depressive Disorde,4.0,1
Maprotiline,Panic Disorde,1.6666666666666667,3
Maraviroc,HIV Infection,3.5,2
Marcaine,Local Anesthesia,1.0,1
Marezine,Motion Sickness,3.2,5
Marezine,Nausea/Vomiting,3.0,1
Marinol,28</span> users found this comment helpful.,5.0,1
Marinol,AIDS Related Wasting,3.5,2
Marinol,Anorexia,3.4285714285714284,7
Marinol,"Nausea/Vomiting, Chemotherapy Induced",2.6363636363636362,11
Marlissa,Birth Control,3.25,8
Marplan,Depression,3.3333333333333335,3
Mavik,Heart Failure,4.0,1
Mavyret,Hepatitis C,2.0,1
Maxair,"Asthma, Maintenance",5.0,1
Maxair Autohaler,"Asthma, Maintenance",3.5,2
Maxair Autohaler,"Asthma, acute",2.0,1
Maxalt,Migraine,3.3010752688172045,93
Maxalt-MLT,Migraine,3.033333333333333,60
Maxaron Forte,Anemia,3.6666666666666665,3
Maxichlor PSE DM,Cough and Nasal Congestion,5.0,1
Maxidex,4</span> users found this comment helpful.,5.0,1
Maxidone,Pain,4.0,1
Maxifed DM,Cough and Nasal Congestion,3.0,2
Maxitrol,"Conjunctivitis, Bacterial",4.0,1
Maxzide,Edema,3.5,2
Maxzide,High Blood Pressure,3.0,2
Mebaral,Epilepsy,3.75,4
Mebendazole,Ascariasis,3.0,1
Meclizine,Motion Sickness,3.263157894736842,38
Meclizine,Nausea/Vomiting,3.4285714285714284,7
Meclizine,Not Listed / Othe,2.5,2
Meclizine,Vertig,3.118279569892473,93
Medi-Quik Spray,Pain,5.0,1
Medium chain triglycerides,Dietary Supplementation,1.0,1
Medrol,"Asthma, Maintenance",3.0,1
Medrol,"Asthma, acute",5.0,1
Medrol,"Gout, Acute",3.0,1
Medrol,Inflammatory Conditions,1.0,1
Medrol,Rheumatoid Arthritis,3.0,1
Medrol Dosepak,Allergic Rhinitis,1.5,2
Medrol Dosepak,Asthma,4.0,1
Medrol Dosepak,"Asthma, acute",5.0,1
Medrol Dosepak,Atopic Dermatitis,4.0,1
Medrol Dosepak,"Gout, Acute",1.0,1
Medrol Dosepak,Inflammatory Conditions,3.0,5
Medrol Dosepak,Osteoarthritis,5.0,1
Medrol Dosepak,Rheumatoid Arthritis,3.0,1
Medrox,Muscle Pain,5.0,1
Medroxyprogesterone,Abnormal Uterine Bleeding,2.314,500
Medroxyprogesterone,Amenorrhea,3.152542372881356,59
Medroxyprogesterone,Birth Control,2.830792682926829,656
Medroxyprogesterone,"Endometrial Hyperplasia, Prophylaxis",5.0,2
Medroxyprogesterone,Endometriosis,2.6037735849056602,53
Medroxyprogesterone,Not Listed / Othe,4.5,2
Medroxyprogesterone,Renal Cell Carcinoma,2.0,1
Mefenamic acid,Not Listed / Othe,2.0,1
Mefenamic acid,Pain,2.5,2
Mefenamic acid,Period Pain,1.8235294117647058,34
Mefloquine,Malaria,2.6666666666666665,3
Mefloquine,Malaria Prevention,2.0,9
Megace,Abnormal Uterine Bleeding,3.0,1
Megace,Cachexia,5.0,1
Megace,Endometrial Cance,1.5,2
Megace,Endometrial Hyperplasia,2.0,3
Megace,Hot Flashes,3.0,1
Megace,Weight Loss,3.0,1
Megace ES,Anorexia,5.0,2
Megace ES,Weight Loss,3.0,4
Megestrol,Abnormal Uterine Bleeding,2.35,20
Megestrol,Anorexia,4.142857142857143,7
Megestrol,Cachexia,5.0,1
Megestrol,Endometrial Cance,1.3333333333333333,3
Megestrol,Endometrial Hyperplasia,2.1666666666666665,6
Megestrol,Hot Flashes,2.0,3
Megestrol,Weight Loss,3.357142857142857,14
Mekinist,"Melanoma, Metastatic",1.0,1
Melatonin,Insomnia,3.168,125
Melatonin,Jet Lag,1.0,1
Melatonin,Not Listed / Othe,4.0,5
Mellaril,Schizophrenia,5.0,1
Meloxicam,Inflammatory Conditions,2.2782608695652176,115
Meloxicam,Juvenile Rheumatoid Arthritis,4.0,2
Meloxicam,Not Listed / Othe,3.3333333333333335,6
Meloxicam,Osteoarthritis,2.586206896551724,116
Meloxicam,Rheumatoid Arthritis,2.3529411764705883,34
Meloxicam,Tendonitis,2.2916666666666665,24
Meloxicam,ibromyalgia,2.5714285714285716,21
Melpaque HP,Dermatological Disorders,5.0,1
Melquin HP,Dermatological Disorders,2.0,1
Memantine,Alzheimer's Disease,3.176470588235294,17
Memantine,Autism,4.5,2
Memantine,Migraine,5.0,2
Memantine,Not Listed / Othe,5.0,1
Menactra,Meningococcal Meningitis Prophylaxis,3.0,1
Menest,Postmenopausal Symptoms,3.5,2
Meningococcal conjugate vaccine,Meningococcal Meningitis Prophylaxis,3.0,1
Meningococcal group B vaccine,"Meningitis, Meningococcal",2.0,1
Menopur,llicle Stimulation,4.0,1
Menotropins,llicle Stimulation,4.0,1
Menthol,Pain,1.0,2
Menthol / zinc oxide,Diaper Rash,3.5,4
Meperidine,Light Sedation,3.4,5
Meperidine,Pain,2.639344262295082,61
Meperidine / promethazine,Pain,2.0,9
Meperitab,Pain,4.666666666666667,3
Mephobarbital,Epilepsy,3.75,4
Mephyton,Vitamin K Deficiency,1.0,1
Mepivacaine,Local Anesthesia,2.0,2
Mepolizumab,Asthma,2.6,5
Meprobamate,Anxiety,3.1666666666666665,6
Mepron,Babesiosis,1.0,1
Mercaptopurine,Autoimmune Hepatitis,2.5,4
Mercaptopurine,"Crohn's Disease, Acute",4.0,2
Mercaptopurine,"Crohn's Disease, Maintenance",2.125,8
Mercaptopurine,"Ulcerative Colitis, Maintenance",1.0,3
Meridia,1</span> users found this comment helpful.,4.5,2
Meridia,Obesity,3.8181818181818183,55
Meropenem,Skin or Soft Tissue Infection,4.0,1
Mesalamine,Crohn's Disease,2.8260869565217392,23
Mesalamine,"Crohn's Disease, Maintenance",3.1136363636363638,44
Mesalamine,Inflammatory Bowel Disease,3.5,4
Mesalamine,Lymphocytic Colitis,3.3333333333333335,3
Mesalamine,Ulcerative Colitis,3.0434782608695654,46
Mesalamine,"Ulcerative Colitis, Active",2.9878048780487805,82
Mesalamine,"Ulcerative Colitis, Maintenance",3.2857142857142856,28
Mesalamine,Ulcerative Proctitis,2.5,6
Mestinon,Dysautonomia,3.2,5
Mestinon,Myasthenia Gravis,2.6666666666666665,9
Mestinon,Reversal of Nondepolarizing Muscle Relaxants,2.0,1
Mestinon Timespan,Myasthenia Gravis,3.3333333333333335,3
Mestranol / norethindrone,Abnormal Uterine Bleeding,2.6666666666666665,3
Mestranol / norethindrone,Birth Control,1.25,4
Mestranol / norethindrone,Endometriosis,1.0,1
Metadate CD,16</span> users found this comment helpful.,5.0,1
Metadate CD,ADHD,3.6470588235294117,34
Metadate ER,ADHD,4.0,1
Metamucil,Constipation,3.25,8
Metamucil,Dietary Fiber Supplementation,3.0,4
Metamucil,Irritable Bowel Syndrome,1.5,4
Metaproterenol,"Asthma, Maintenance",1.0,1
Metaproterenol,"COPD, Acute",5.0,1
Metaxalone,Muscle Spasm,2.9178082191780823,73
Metaxalone,ibromyalgia,3.1,20
Metformin,"Diabetes, Type 2",2.7570093457943927,107
Metformin,Insulin Resistance Syndrome,2.857142857142857,21
Metformin,Polycystic Ovary Syndrome,3.267857142857143,168
Metformin,emale Infertility,3.2,5
Metformin,min),3.395348837209302,43
Metformin / pioglitazone,min / pioglitazone),2.8,5
Metformin / rosiglitazone,min / rosiglitazone),4.0,2
Metformin / saxagliptin,min / saxagliptin),2.4285714285714284,14
Metformin / sitagliptin,"Diabetes, Type 2",2.8333333333333335,6
Metformin / sitagliptin,min / sitagliptin),2.735294117647059,34
Methacholine,Diagnosis and Investigation,5.0,1
Methadone,Chronic Pain,2.138888888888889,108
Methadone,Not Listed / Othe,3.25,8
Methadone,Opiate Withdrawal,3.3236994219653178,173
Methadone,Pain,2.4078947368421053,152
Methadone Diskets,11</span> users found this comment helpful.,5.0,1
Methadone Diskets,Chronic Pain,4.0,8
Methadone Diskets,Opiate Withdrawal,4.066666666666666,15
Methadone Diskets,Pain,3.75,4
Methadose,Chronic Pain,2.0,3
Methadose,Opiate Withdrawal,3.1052631578947367,19
Methadose,Pain,2.7,10
Methamphetamine,ADHD,3.6785714285714284,28
Methamphetamine,Obesity,4.0,2
Methenamine,Bladder Infection,2.6666666666666665,9
Methenamine,Kidney Infections,5.0,1
Methenamine,Prevention of Bladder infection,2.75,8
Methenamine,Urinary Tract Infection,2.5,6
Methergine,Migraine,2.6666666666666665,6
Methimazole,Hyperthyroidism,2.0,12
Methitest,"Hypogonadism, Male",3.0,1
Methocarbamol,Muscle Spasm,2.6308724832214767,149
Methocarbamol,Not Listed / Othe,1.0,2
Methocarbamol,Opiate Withdrawal,2.9,20
Methotrexate,Cogan's Syndrome,4.0,1
Methotrexate,Ectopic Pregnancy,2.3333333333333335,3
Methotrexate,Eczema,3.0,1
Methotrexate,Gastric Cance,1.0,1
Methotrexate,Lymphoma,3.0,1
Methotrexate,Neoplastic Diseases,1.0,1
Methotrexate,Psoriasis,2.830769230769231,65
Methotrexate,Psoriatic Arthritis,3.0,14
Methotrexate,Rheumatoid Arthritis,2.492957746478873,71
Methotrexate,Scleroderma,1.0,1
Methotrexate,Systemic Sclerosis,3.3333333333333335,3
Methscopolamine,Dumping Syndrome,5.0,1
Methscopolamine,Irritable Bowel Syndrome,3.0,8
Methscopolamine,Not Listed / Othe,3.0,1
Methyl salicylate,Muscle Pain,3.3333333333333335,12
Methyl salicylate,Osteoarthritis,2.3333333333333335,6
Methyl salicylate,Rheumatoid Arthritis,5.0,1
Methylcellulose,Constipation,2.3333333333333335,3
Methyldopa,High Blood Pressure,3.5,4
Methyldopa,Hypertensive Emergency,5.0,1
Methylergonovine,Migraine,2.857142857142857,7
Methylin,ADHD,4.454545454545454,11
Methylin,Narcolepsy,3.0,4
Methylin ER,ADHD,3.875,8
Methylin ER,Depression,5.0,2
Methylin ER,Narcolepsy,4.0,1
Methylnaltrexone,"Constipation, Chronic",3.5,2
Methylnaltrexone,"Constipation, Drug Induced",3.0357142857142856,28
Methylnaltrexone,Opioid-Induced Constipation,3.3333333333333335,3
Methylphenidate,ADHD,3.3723196881091617,513
Methylphenidate,Depression,2.34375,32
Methylphenidate,Narcolepsy,3.864864864864865,37
Methylphenidate,Not Listed / Othe,5.0,2
Methylphenidate,Obesity,5.0,1
Methylphenidate,Postural Orthostatic Tachycardia Syndrome,4.0,1
Methylphenidate,Severe Mood Dysregulation,2.0,1
Methylphenidate,atigue,3.0,7
Methylprednisolone,Allergic Rhinitis,2.3846153846153846,13
Methylprednisolone,Asthma,3.75,4
Methylprednisolone,"Asthma, Maintenance",3.0,1
Methylprednisolone,"Asthma, acute",3.142857142857143,7
Methylprednisolone,Atopic Dermatitis,4.0,1
Methylprednisolone,Dermatologic Lesion,1.25,4
Methylprednisolone,"Gout, Acute",2.75,28
Methylprednisolone,Immunosuppression,3.0,4
Methylprednisolone,Inflammatory Conditions,2.3125,112
Methylprednisolone,Neuralgia,1.6,5
Methylprednisolone,Not Listed / Othe,3.0,4
Methylprednisolone,Osteoarthritis,3.3333333333333335,6
Methylprednisolone,Rheumatoid Arthritis,3.4166666666666665,12
Methyltestosterone,"Hypogonadism, Male",3.0,1
Metoclopramide,GERD,2.5,18
Metoclopramide,Gastroparesis,2.966666666666667,30
Metoclopramide,Lactation Augmentation,2.5714285714285716,7
Metoclopramide,Migraine,2.103448275862069,87
Metoclopramide,Nausea/Vomiting,1.9516129032258065,62
Metoclopramide,"Nausea/Vomiting, Chemotherapy Induced",1.0,1
Metoclopramide,"Nausea/Vomiting, Postoperative",1.0,1
Metoclopramide,Not Listed / Othe,5.0,1
Metolazone,Edema,3.3333333333333335,3
Metoprolol,Angina,3.0,8
Metoprolol,Atrial Fibrillation,2.234042553191489,47
Metoprolol,Benign Essential Trem,2.5,4
Metoprolol,Heart Attack,1.875,8
Metoprolol,Heart Failure,3.0,3
Metoprolol,High Blood Pressure,2.5271317829457365,129
Metoprolol,Left Ventricular Dysfunction,2.5,2
Metoprolol,Migraine Prevention,2.3333333333333335,12
Metoprolol,Mitral Valve Prolapse,2.9,10
Metoprolol,Not Listed / Othe,2.0,5
Metoprolol,Premature Ventricular Depolarizations,2.857142857142857,7
Metoprolol,Supraventricular Tachycardia,2.8518518518518516,54
Metoprolol Tartrate,Angina,2.0,1
Metoprolol Tartrate,Heart Attack,1.3333333333333333,3
Metoprolol Tartrate,High Blood Pressure,2.4,5
Metozolv ODT,Gastroparesis,5.0,1
MetroCream,Rosacea,4.4,5
MetroGel,Rosacea,3.75,16
MetroGel-Vaginal,Bacterial Vaginitis,2.7916666666666665,24
Metronidazole,Amebiasis,3.0,4
Metronidazole,Bacterial Infection,2.311111111111111,270
Metronidazole,Bacterial Vaginitis,2.625239005736138,523
Metronidazole,Bone infection,2.0,3
Metronidazole,Clostridial Infection,2.1363636363636362,22
Metronidazole,"Crohn's Disease, Acute",3.142857142857143,7
Metronidazole,"Crohn's Disease, Maintenance",2.0,2
Metronidazole,Deep Neck Infection,5.0,1
Metronidazole,Dental Abscess,1.92,75
Metronidazole,Diverticulitis,2.009009009009009,111
Metronidazole,Giardiasis,1.3125,16
Metronidazole,Helicobacter Pylori Infection,2.0714285714285716,14
Metronidazole,Intraabdominal Infection,2.0,4
Metronidazole,Not Listed / Othe,1.0,5
Metronidazole,Pelvic Inflammatory Disease,1.6,10
Metronidazole,Perioral Dermatitis,5.0,1
Metronidazole,Pneumonia,5.0,1
Metronidazole,Pseudomembranous Colitis,2.6666666666666665,3
Metronidazole,Rosacea,3.56,50
Metronidazole,STD Prophylaxis,2.0,1
Metronidazole,Skin or Soft Tissue Infection,1.2857142857142858,7
Metronidazole,Surgical Prophylaxis,2.0,2
Metronidazole,Trichomoniasis,2.6986301369863015,73
Mevacor,High Cholesterol,3.0,2
Mevacor,"High Cholesterol, Familial Heterozygous",2.0,1
Mexiletine,Arrhythmia,2.6666666666666665,3
Mexiletine,Diabetic Peripheral Neuropathy,5.0,1
Mexiletine,Myotonia Congenita,2.0,1
Mexitil,Arrhythmia,3.0,2
Miacalcin,Osteoporosis,1.0,1
Miacalcin Nasal,Osteoporosis,2.0,1
Mibelas 24 Fe,Birth Control,1.5555555555555556,9
Micardis,37</span> users found this comment helpful.,1.0,1
Micardis,High Blood Pressure,1.9583333333333333,24
Micardis HCT,High Blood Pressure,3.5454545454545454,11
Micon 7,Vaginal Yeast Infection,5.0,1
Miconazole,Tinea Corporis,5.0,1
Miconazole,Tinea Cruris,4.0,1
Miconazole,Tinea Pedis,3.0,1
Miconazole,Vaginal Yeast Infection,2.2541106128550075,1338
Miconazole / zinc oxide,Diaper Rash,4.25,4
Micrainin,Anxiety,5.0,1
Microgestin 1 / 20,Abnormal Uterine Bleeding,1.3333333333333333,3
Microgestin 1 / 20,Birth Control,2.8260869565217392,46
Microgestin 1 / 20,Endometriosis,2.2,5
Microgestin 1 / 20,Menstrual Disorders,2.3333333333333335,3
Microgestin 1 / 20,Polycystic Ovary Syndrome,5.0,1
Microgestin 1.5 / 30,Birth Control,5.0,2
Microgestin 1.5 / 30,Menstrual Disorders,5.0,1
Microgestin Fe 1 / 20,0</span> users found this comment helpful.,2.0,5
Microgestin Fe 1 / 20,12</span> users found this comment helpful.,1.0,1
Microgestin Fe 1 / 20,1</span> users found this comment helpful.,4.0,4
Microgestin Fe 1 / 20,20</span> users found this comment helpful.,1.0,1
Microgestin Fe 1 / 20,2</span> users found this comment helpful.,3.0,3
Microgestin Fe 1 / 20,3</span> users found this comment helpful.,2.0,4
Microgestin Fe 1 / 20,4</span> users found this comment helpful.,4.0,1
Microgestin Fe 1 / 20,7</span> users found this comment helpful.,2.0,3
Microgestin Fe 1 / 20,Abnormal Uterine Bleeding,2.4,5
Microgestin Fe 1 / 20,Acne,2.9473684210526314,19
Microgestin Fe 1 / 20,Birth Control,2.8767441860465115,430
Microgestin Fe 1 / 20,Endometriosis,3.727272727272727,11
Microgestin Fe 1 / 20,Menstrual Disorders,2.5454545454545454,22
Microgestin Fe 1 / 20,Polycystic Ovary Syndrome,2.111111111111111,9
Microgestin Fe 1.5 / 30,Abnormal Uterine Bleeding,3.0,2
Microgestin Fe 1.5 / 30,Acne,2.4,5
Microgestin Fe 1.5 / 30,Birth Control,3.0,57
Microgestin Fe 1.5 / 30,Menstrual Disorders,1.3636363636363635,11
Microgestin Fe 1.5 / 30,Polycystic Ovary Syndrome,2.0,2
Microzide,High Blood Pressure,5.0,1
Midamor,High Blood Pressure,1.0,1
Midazolam,ICU Agitation,3.0,1
Midazolam,Light Anesthesia,2.5625,16
Midazolam,Light Sedation,2.764705882352941,17
Midodrine,Dysautonomia,3.3333333333333335,6
Midodrine,Hypotension,3.0,4
Midodrine,Postural Orthostatic Tachycardia Syndrome,2.888888888888889,9
Midol Extended Relief,Period Pain,5.0,1
Midol PM,Pain,2.5,2
Midostaurin,Systemic Mastocytosis,4.0,1
Mifepristone,Abortion,2.0,1
Migergot,Migraine,3.5,6
Miglitol,"Diabetes, Type 2",4.0,1
Migranal,Cluster Headaches,1.5,2
Migranal,Migraine,2.625,16
Milk of Magnesia,Acne,4.0,1
Milk of Magnesia,Constipation,2.6,10
Milk of Magnesia,Indigestion,4.333333333333333,3
Milk thistle,Herbal Supplementation,3.6666666666666665,3
Milk thistle,Not Listed / Othe,2.0,1
Milnacipran,Reflex Sympathetic Dystrophy Syndrome,2.75,4
Milnacipran,ibromyalgia,2.726618705035971,278
Milnacipran,m Pain Disorde,1.0,1
Miltown,Anxiety,3.3333333333333335,3
Mimvey,Postmenopausal Symptoms,1.0,1
Minastrin 24 Fe,1</span> users found this comment helpful.,5.0,1
Minastrin 24 Fe,Birth Control,2.7524752475247523,202
Minipress,Benign Prostatic Hyperplasia,3.6666666666666665,3
Minipress,High Blood Pressure,1.5,2
Minipress,Post Traumatic Stress Disorde,4.142857142857143,7
Minivelle,Postmenopausal Symptoms,3.0,5
Minocin,Acne,2.4,10
Minocin,Rosacea,3.6666666666666665,3
Minocin,Skin or Soft Tissue Infection,2.0,1
Minocycline,Acne,2.9279279279279278,333
Minocycline,Bacterial Infection,1.0,1
Minocycline,Not Listed / Othe,5.0,1
Minocycline,Periodontitis,1.0,1
Minocycline,Rheumatoid Arthritis,3.0,2
Minocycline,Rosacea,3.2083333333333335,24
Minocycline,Skin and Structure Infection,1.5,2
Minocycline,Skin or Soft Tissue Infection,2.3333333333333335,6
Minoxidil,Alopecia,3.1791044776119404,67
Minoxidil,High Blood Pressure,2.6666666666666665,3
Minoxidil,Not Listed / Othe,1.0,2
Minoxidil,Women (minoxidil),2.0,1
MiraLax,39</span> users found this comment helpful.,3.0,1
MiraLax,Bowel Preparation,2.4285714285714284,7
MiraLax,Constipation,3.064516129032258,93
MiraLax,"Constipation, Acute",2.0,9
Mirabegron,Overactive Bladde,3.0388349514563107,103
Mirabegron,Urinary Incontinence,2.7083333333333335,24
Mirapex,Parkinson's Disease,2.75,4
Mirapex,Periodic Limb Movement Disorde,2.25,4
Mirapex,Restless Legs Syndrome,2.7875,80
Mirapex ER,Parkinson's Disease,4.0,2
Mircette,Birth Control,2.5454545454545454,11
Mircette,Polycystic Ovary Syndrome,5.0,1
Mirena,0</span> users found this comment helpful.,2.0,7
Mirena,19</span> users found this comment helpful.,1.0,1
Mirena,21</span> users found this comment helpful.,5.0,1
Mirena,2</span> users found this comment helpful.,2.75,4
Mirena,3</span> users found this comment helpful.,1.0,2
Mirena,4</span> users found this comment helpful.,3.0,2
Mirena,5</span> users found this comment helpful.,4.5,2
Mirena,6</span> users found this comment helpful.,2.0,3
Mirena,7</span> users found this comment helpful.,1.0,1
Mirena,8</span> users found this comment helpful.,5.0,3
Mirena,Abnormal Uterine Bleeding,2.669724770642202,327
Mirena,Birth Control,2.918939393939394,1320
Mirtazapine,Anxiety,2.7888888888888888,180
Mirtazapine,Depression,3.1535714285714285,280
Mirtazapine,Hot Flashes,3.0,1
Mirtazapine,Insomnia,3.460122699386503,163
Mirtazapine,Major Depressive Disorde,3.0163934426229506,61
Mirtazapine,Not Listed / Othe,3.6666666666666665,3
Mirtazapine,Obsessive Compulsive Disorde,2.7,10
Mirtazapine,Post Traumatic Stress Disorde,2.9545454545454546,22
Mirvaso,Rosacea,2.891566265060241,83
Misoprostol,Abortion,2.5,6
Misoprostol,Labor Induction,1.0,1
Misoprostol,Not Listed / Othe,3.0,1
Mitoxantrone,Multiple Sclerosis,3.0,1
Moban,Schizophrenia,2.0,1
Mobic,16</span> users found this comment helpful.,5.0,1
Mobic,55</span> users found this comment helpful.,4.0,1
Mobic,7</span> users found this comment helpful.,1.0,1
Mobic,85</span> users found this comment helpful.,3.0,1
Mobic,94</span> users found this comment helpful.,1.0,1
Mobic,99</span> users found this comment helpful.,2.0,1
Mobic,Inflammatory Conditions,1.896551724137931,29
Mobic,Osteoarthritis,2.5365853658536586,41
Mobic,Rheumatoid Arthritis,2.3333333333333335,18
Mobic,Tendonitis,3.375,8
Mobic,ibromyalgia,2.5714285714285716,7
Modafinil,ADHD,3.6470588235294117,17
Modafinil,Chronic Fatigue Syndrome,3.0,28
Modafinil,Depression,3.2222222222222223,36
Modafinil,Hypersomnia,3.272727272727273,11
Modafinil,Multiple Sclerosis,4.066666666666666,15
Modafinil,Narcolepsy,3.5434782608695654,92
Modafinil,Not Listed / Othe,5.0,1
Modafinil,Obstructive Sleep Apnea/Hypopnea Syndrome,3.5161290322580645,31
Modafinil,Shift Work Sleep Disorde,3.1176470588235294,17
Modafinil,atigue,3.586206896551724,29
Moderiba,Hepatitis C,5.0,1
Moexipril,High Blood Pressure,3.5,2
Molindone,Schizophrenia,2.0,1
Mometasone,Allergic Rhinitis,2.764705882352941,34
Mometasone,"Asthma, Maintenance",3.769230769230769,13
Mometasone,Atopic Dermatitis,2.75,4
Mometasone,Dermatitis,2.5,4
Mometasone,Eczema,3.3214285714285716,28
Mometasone,Nasal Polyps,1.6666666666666667,3
Mometasone,Not Listed / Othe,4.0,1
Mometasone,Psoriasis,3.7857142857142856,14
Mometasone,Sinus Symptoms,2.25,4
Monistat 1-Day or Night Combination Pack,Vaginal Yeast Infection,2.8,15
Monistat 3-Day Combination Pack,Vaginal Yeast Infection,2.4015748031496065,127
Monistat 7,Vaginal Yeast Infection,2.227272727272727,88
Monistat 7-Day Combination Pack,Vaginal Yeast Infection,2.3564356435643563,101
Mono-Linyah,Birth Control,3.125,8
Monodox,Acne,3.8620689655172415,29
Monodox,Rosacea,5.0,1
Mononessa,16</span> users found this comment helpful.,2.0,1
Mononessa,Abnormal Uterine Bleeding,2.576923076923077,26
Mononessa,Birth Control,2.972413793103448,145
Mononessa,Endometriosis,2.75,4
Mononessa,Ovarian Cysts,2.857142857142857,7
Monopril,High Blood Pressure,4.0,1
Monovisc,Osteoarthritis,2.0,3
Montelukast,Allergic Rhinitis,2.4302325581395348,86
Montelukast,Asthma,2.4945054945054945,91
Montelukast,"Asthma, Maintenance",2.8360655737704916,61
Montelukast,Bronchospasm Prophylaxis,2.0,2
Montelukast,COPD,3.0,4
Monurol,Bladder Infection,3.5,6
Morphine,Chronic Pain,2.3388429752066116,121
Morphine,Not Listed / Othe,1.6666666666666667,3
Morphine,Pain,2.486842105263158,152
Morphine / naltrexone,Chronic Pain,2.1481481481481484,27
Morphine / naltrexone,Pain,2.2666666666666666,15
Motofen,"Diarrhea, Acute",2.0,1
Motofen,"Diarrhea, Chronic",3.0,2
Motrin,Back Pain,2.5,2
Motrin,"Gout, Acute",3.0,1
Motrin,Headache,3.0,3
Motrin,Osteoarthritis,3.0,1
Motrin,Pain,4.0,2
Motrin,Period Pain,3.0,2
Motrin,Rheumatoid Arthritis,4.0,1
Motrin IB,Back Pain,3.0,1
Motrin IB,Pain,4.0,2
Motrin IB,Period Pain,5.0,1
Motrin Infant Drops,Pain,3.0,1
Movantik,"Constipation, Chronic",2.6666666666666665,3
Movantik,"Constipation, Drug Induced",2.3454545454545452,110
Movantik,Opioid-Induced Constipation,1.9545454545454546,22
MoviPrep,10</span> users found this comment helpful.,5.0,1
MoviPrep,25</span> users found this comment helpful.,3.0,1
MoviPrep,6</span> users found this comment helpful.,5.0,1
MoviPrep,7</span> users found this comment helpful.,5.0,1
MoviPrep,Bowel Preparation,3.277486910994764,191
MoviPrep,"Constipation, Chronic",3.3333333333333335,3
MoviPrep,Gastrointestinal Decontamination,3.0,2
Moxatag,Bacterial Endocarditis Prevention,3.0,1
Moxeza,"Conjunctivitis, Bacterial",3.5,2
Moxifloxacin,Bacterial Infection,2.0,23
Moxifloxacin,Bronchitis,2.7857142857142856,28
Moxifloxacin,"Conjunctivitis, Bacterial",3.0,12
Moxifloxacin,Intraabdominal Infection,3.0,1
Moxifloxacin,Ophthalmic Surgery,2.25,4
Moxifloxacin,Pneumonia,3.2162162162162162,37
Moxifloxacin,Prostatitis,2.0,3
Moxifloxacin,Sinusitis,2.526315789473684,57
Moxifloxacin,Skin and Structure Infection,5.0,1
Mucinex,10</span> users found this comment helpful.,4.0,1
Mucinex,12</span> users found this comment helpful.,1.0,1
Mucinex,32</span> users found this comment helpful.,4.0,1
Mucinex,55</span> users found this comment helpful.,1.0,1
Mucinex,Bronchitis,3.65,20
Mucinex,Cough,2.814814814814815,27
Mucinex,ibromyalgia,2.793103448275862,29
Mucinex D,Cough and Nasal Congestion,3.3821656050955413,157
Mucinex D Maximum Strength,Cough and Nasal Congestion,3.0833333333333335,12
Mucinex DM,Cough,4.2,5
Mucinex DM,Expectoration,1.0,1
Mucinex DM Maximum Strength,Expectoration,1.0,1
Mucinex Fast-Max Night Time Cold & Flu,Cold Symptoms,1.0,1
Mucinex Fast-Max Severe Congestion & Cough,Cough and Nasal Congestion,3.0,4
Mucinex Maximum Strength,Bronchitis,2.0,1
Mucinex Maximum Strength,Cough,5.0,1
Mucinex Sinus-Max Full Force,Nasal Congestion,4.0,1
Mucomyst,Expectoration,3.3333333333333335,3
Mucomyst-10,Acetaminophen Overdose,4.0,1
Multaq,Atrial Fibrillation,2.625,16
Multaq,Atrial Flutte,2.5,2
Multivitamin,Dietary Supplementation,2.7083333333333335,48
Multivitamin with iron,Anemia,3.076923076923077,13
Multivitamin with iron,Not Listed / Othe,4.0,1
Multivitamin with iron,Vitamin/Mineral Supplementation and Deficiency,3.5,2
Multivitamin with minerals,Vitamin/Mineral Supplementation and Deficiency,3.1666666666666665,18
"Multivitamin, prenatal",Vitamin/Mineral Supplementation during Pregnancy/Lactation,3.7719298245614037,57
Mumps virus vaccine,Mumps Prophylaxis,2.0,1
Mupirocin,Impetig,1.0,1
Mupirocin,Nasal Carriage of Staphylococcus aureus,2.8,5
Mupirocin,Not Listed / Othe,3.0,1
Mupirocin,Secondary Cutaneous Bacterial Infections,1.0,1
